OBJECTID,Company,Address,City,State,Zip,Phone,Latitude,Longitude,Recovery,Landfill,C&D,Composting,Demolition,Electronics,HHW,Metals,Tires,Transfer Station,Vehicles,LF-C&D,LF-HW,LF-MSW,Region,DDRT_ID,x,y
19471,Tire Depot,54830 Hwy 93 S,Polson,MT,59860,406-883-6111,47.64134162,-114.1133113,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1c354496-596d-4b34-a1ee-700336d12c5f,-12703035.7067,6047392.9285
19480,Sanders County Transfer Station -Thompson Falls,269 Airport Rd,Thompson Falls,MT,59873,406-827-3482,47.57666339,-115.2491139,Yes,1,1,1,1,0,1,1,1,1,0,1,0,1,8,d17e7605-42ba-4f1a-a2bf-5cbf63475156,-12829472.6737,6036713.4644
19490,Victor Transfer Station,2200 Meridian Rd,Victor,MT,59875,406-642-3375,46.39864643,-114.1454722,Yes,1,0,1,0,0,0,0,1,1,0,0,0,1,8,84e06f90-4903-4235-abf8-800792586462,-12706615.8417,5844464.3583
19504,Beulah Waste Transfer Station,1729 Arikara Dr,Beulah,ND,58523,701-873-5944,47.273686,-101.744553,Yes,1,0,1,0,0,0,0,1,1,0,1,0,0,8,49fe0eea-6f96-43c2-84c1-3170c4042cd3,-11326151.8309,5986861.5722
19505,Bismarck,601 S 26th St,Bismarck,ND,58506,701-355-1700,46.797909,-100.752222,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,959b4d2a-2e08-4e5e-9fdb-d620266cc110,-11215686.0493,5909149.8366
19519,Waste Management of ND Inc Bismarck District,7007 15th St NW,Bismarck,ND,58503,701-258-0114,46.880461,-100.814621,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,e6f8f6bc-0d25-485a-854a-554c139a17be,-11222632.2742,5922584.0457
19521,Waste Not Recycling,2121 E Main Ave,Bismarck,ND,58504,701-222-3108,46.805088,-100.759309,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,c5dc5901-3034-46f4-b157-db0aa42a3d9c,-11216474.9706,5910317.3018
19522,Bottineau City Landfill,9849 County Rd 49,Bottineau,ND,58318,701-228-3620,48.842276,-100.445958,Yes,1,0,0,0,0,0,0,1,0,0,1,0,0,8,f951a633-8cca-4e9e-9c64-147b7fc3f268,-11181592.8968,6248141.1831
19543,Baranko Bros Inc,3048 Hwy 22 N,Dickinson,ND,58601,701-483-5868,46.97025,-102.789661,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,ba1a3e44-c5c5-47c8-b24e-e64382242aed,-11442492.7213,5937219.4664
19544,CJ&#x27;s Rolloffs,4637 W Villard,Dickinson,ND,58601,701-483-5514,46.875657,-102.84565,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,b60d03e1-329d-4e35-b0eb-d47e25a88dc5,-11448725.3883,5921801.6944
19546,Cruz Construction Inc,10944 27D St SW,Dickinson,ND,58601,701-483-3016,46.888836,-102.791831,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,dd2d0e7f-5a9a-4ef8-aff2-bb41276b8019,-11442734.2846,5923948.1167
19561,Berger Enterprises,1826 25th St NE,Emerado,ND,58228,701-594-3385,47.938779,-97.366176,Yes,1,0,0,0,0,0,0,1,0,0,1,0,0,8,1a5bb9b3-74cf-402b-8f3b-7e2153429419,-10838753.1328,6096675.8784
19564,Bernath Construction Inc,302B 40th St N,Fargo,ND,58102,701-282-7668,46.879953,-96.8458,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,7cf8e94b-0fb9-419d-8f7e-1ec3536556b8,-10780825.1415,5922501.3125
19576,Richards Inc,510 40th St NW,Fargo,ND,58102,701-492-7549,46.882499,-96.845841,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,41982d8c-b7b1-40df-957d-90eeea5597cd,-10780829.7056,5922915.9636
19582,Waste Management of ND,503 43rd St NW,Fargo,ND,58102,701-775-5880,46.881833,-96.854881,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,e20a9ced-58f8-4343-bf47-e168cc61fbcd,-10781836.0338,5922807.4944
19587,Grafton Landfill,5 E 4th St,Grafton,ND,58237,701-352-1561,48.420595,-97.41098,Yes,1,0,0,0,0,0,0,1,0,0,1,0,0,8,aafb5b4c-baa8-4fc6-b6ac-3eaa7b8fd253,-10843740.6913,6177114.2833
19588,Refuse Disposal Service Inc,1463 Detweiler Dr,Grafton,ND,58237,701-352-0563,48.430771,-97.400596,Yes,1,0,0,0,0,0,0,1,1,0,1,0,0,8,4dc2b560-1b36-498e-99d9-cf48dd93d5f0,-10842584.7497,6178821.3397
19593,Grand Forks Public Works,724 N 47th St,Grand Forks,ND,58203,701-738-8740,47.927109,-97.096654,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,ed3d7c96-b45a-4f17-ad43-081a947a926d,-10808750.081,6094736.9252
19598,Waste Management of ND,5170 21st Ave N,Grand Forks,ND,58203,701-775-7129,47.94156,-97.104265,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,52b026bd-bf27-4696-8601-4bdd2afbe9a7,-10809597.3337,6097138.002
19603,R&amp;G,355 Hwy 13 W,Gwinner,ND,58040,701-678-3370,46.22569,-97.66744,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,71d2e109-8ff8-4747-824e-c2162c97d872,-10872289.6879,5816590.2585
19628,Langdon,Hwy 5 W,Langdon,ND,58249,701-256-2115,48.775628,-98.353121,Yes,1,0,0,0,0,0,0,1,1,0,1,0,0,8,adae1f4b-cbfd-4b97-ad5a-cdd62c92b735,-10948619.3476,6236875.5597
19640,Skinners Roll Off Service Inc,2350 S Sunny Rd,Mandan,ND,58544,701-663-6013,46.828332,-100.955626,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,504a2cc0-3428-4ac2-9e5d-92ba059ac7ca,-11238328.879,5914098.3626
19642,Tire Works Limited,2350 Sunny Road South,Mandan,ND,58554,701-663-7029,46.828342,-100.955597,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,f81caa00-a85c-497d-af71-ae3ce3d9d364,-11238325.6508,5914099.9897
19643,Vic Fleck Trucking &amp; Excavating,2264 Sunny Rd S,Mandan,ND,58554,701-751-3997,46.825903,-100.94341,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,19cbe638-2d0c-44ef-9e47-2c812dbfc4aa,-11236969.0001,5913703.165
19650,Bechtold Paving Inc,5140 Hwy 2 E,Minot,ND,58701,701-852-1634,48.228822,-101.214971,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0e1d7ef7-e523-4fe8-a18e-e0df84b94fbd,-11267199.0324,6145007.4386
19651,Circle Sanitation Inc,4700 46th Ave NW,Minot,ND,58703,701-838-1182,48.283537,-101.365631,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,6946ef38-48f7-4791-8e17-9b22a566b14d,-11283970.4269,6154155.5849
19654,Crude City Construction,215 54th St SW,Minot,ND,58701,701-340-6726,48.234799,-101.371857,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0393e60d-1264-471c-8bbe-bb2994e093ca,-11284663.502,6146006.2949
19674,Three Affiliated Tribes Solid Waste Department,404 Frontage Rd,New Town,ND,58763,701-627-4781,47.980618,-102.579571,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,fe8946f1-dfd4-4824-8b2e-deeb63b8144e,-11419105.6095,6103630.9662
19688,Oak Valley Inert Solid Waste Management Facility Inc,8623 247th Ave SE,Sawyer,ND,58781,701-624-5703,47.979169,-101.164317,Yes,1,0,0,0,0,0,0,1,0,0,1,0,0,8,a6eec37e-3fb7-4554-a1d9-3d1a93bbdfa6,-11261560.2549,6103389.9981
19701,Thorsness Tanks &amp; Bunks LLC,4567 32nd St SE,Tappen,ND,58487,701-327-8186,46.950786,-99.495696,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,19bc1669-7f13-4728-a881-c0c0dd852dbd,-11075810.2148,5934044.7914
19714,Waste Management of ND,1016 11th Ave S,Wahpeton,ND,58075,701-775-7129,46.253997,-96.615101,Yes,0,0,0,0,0,0,0,1,1,0,0,0,0,8,7e913f61-8c2a-4fb3-b6e8-4c703f1237c1,-10755143.8463,5821146.2644
19716,Watford City,213 2nd St NE,Watford City,ND,58854,701-444-2533,47.802989,-103.281643,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,43c4332a-1d0c-43bb-872d-27c5d2487df3,-11497259.9071,6074141.5834
19721,Basin Concrete Inc,5023 138th Ave NW,Williston,ND,58801,701-774-3085,48.111427,-103.717589,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,f2ba19a9-f7ba-4532-b3cb-966014695434,-11545789.1938,6125412.3774
19722,Chamley Pipe &amp; Salvage aka North Dakota Recycling Services LLC,5426 134th Ave NW,Williston,ND,58801,701-774-2248,48.2006,-103.58278,Yes,0,0,0,0,0,0,1,1,1,1,0,0,0,8,55492039-de7d-4775-a914-ba78093742e3,-11530782.3246,6140292.6476
19724,Gunderson Excavating,1720 W 11th Street,Williston,ND,58801,701-572-9151,48.154187,-103.64738,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,a38aa305-f7d4-4010-bea2-316a45c9d2a7,-11537973.5637,6132544.4978
19726,Pacific Steele &amp; Recycling / Pete&#x27;s Truck &amp; Auto Salvage,13818 W Front St,Williston,ND,58801,701-572-2373,48.1397,-103.673062,Yes,0,0,0,0,0,0,1,1,0,1,0,0,0,8,b04272f8-c071-4ab2-99d2-2289c73644c8,-11540832.4708,6130127.4848
19727,Pat&#x27;s Offroad Inc,14237 Hwy 2 W,Williston,ND,58801,701-572-0843,48.140187,-103.763271,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,a760a762-dece-46ed-a22e-78cb0a649f35,-11550874.4908,6130208.7248
19728,Williston Municipal Landfill,5176 134th Ave NW,Williston,ND,58801,701-577-6368,48.16534,-103.58272,Yes,1,0,1,0,0,0,0,1,0,0,1,0,1,8,5d48d127-db8a-4206-86c6-9ae44e184ffb,-11530775.6454,6134405.7307
19743,Otero/Greentree County Regional Landfill,4258 U.S. Highway 54 S,Alamogordo,NM,88310,575-415-1347,32.90322288,-105.952462,Yes,1,0,0,0,0,0,0,1,0,0,0,0,1,8,e08d716c-38d6-4cb9-837f-bc0065df32ae,-11794574.1181,3882465.4532
19757,Cerro Colorado Landfill,"18000 Cerro Colorado SW, 7 miles west of ABQ",Albuquerque,NM,87107,505-761-8300,35.12357893,-106.6093069,Yes,1,0,0,0,0,0,0,1,0,0,0,0,1,8,9143b1e0-c4e0-44ca-aa80-5fbdccb0ff96,-11867693.7579,4180687.7343
19761,Don Reservoir Convenience Center,"NW corner of 114th St.
&amp; Sunset Gardens",Albuquerque,NM,87107,505-235-9640,35.12357893,-106.6093069,Yes,0,0,0,0,0,0,1,1,1,0,0,0,0,8,e2454804-c4b7-44e3-a3b2-1a0f3281db03,-11867693.7579,4180687.7343
19762,Don Reservoir Convenience Center,"114th Street SW, (West of 98th Street off W Central Ave)",Albuquerque,NM,87107,505-235-9640,35.12357893,-106.6093069,Yes,0,1,0,0,0,0,0,1,1,0,0,0,0,8,904a31af-20f1-4cab-be2b-c8bd2be1e1fa,-11867693.7579,4180687.7343
19763,Eagle Rock Convenience Center,8601 Eagle Rock Rd NE,Albuquerque,NM,87107,505-857-8318,35.12357893,-106.6093069,Yes,0,0,0,0,0,0,1,1,1,0,0,0,0,8,ea4562d9-defe-4747-b98b-5a650137646f,-11867693.7579,4180687.7343
19764,Eagle Rock Convenience Center,"8601 Eagle Rock Rd NE, ",Albuquerque,NM,87107,505-857-8318,35.12357893,-106.6093069,Yes,0,1,0,0,1,1,0,1,1,0,0,0,0,8,ac66c81e-770a-4351-9653-d331b28442f6,-11867693.7579,4180687.7343
19765,East Mountain Transfer Station,"711 US 333 Tijeras, NM 87059",Albuquerque,NM,87102,505-281-9110,35.08482628,-106.6560494,Yes,0,1,0,0,1,0,1,1,1,0,0,0,0,8,7cd7a329-2f0c-40f2-8e02-2bcadfa46bfe,-11872897.1092,4175414.6801
19772,H &amp; D Tire Shop,6430 Cental Avenue,Albuquerque,NM,87105,505-836-0130,35.06516791,-106.6699461,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,86e365a4-f0b8-4c7d-8460-144199a7514b,-11874444.0828,4172740.733
19776,Montessa Park Convenience Center,"3512 Las Picaros RD SE, (2.5 Miles east of I",Albuquerque,NM,87107,505-873-6607,35.12357893,-106.6093069,Yes,0,0,0,0,0,0,1,1,1,0,0,0,0,8,ab12bb89-4641-4d1a-b9c7-3cf792d30b29,-11867693.7579,4180687.7343
19777,Montessa Park Convenience Center,"3512 Las Picaros RD SE, Rio Bravo W to Bwy,S to Bobby Foster Rd",Albuquerque,NM,87107,505-873-6607,35.12357893,-106.6093069,Yes,0,1,0,0,0,1,0,1,1,0,0,0,0,8,573663ff-567b-433c-a030-b90daa858f14,-11867693.7579,4180687.7343
19788,University Of New Mexico Recycling Center,1642 University Blvd. NE,Albuquerque,NM,87131,505-277-1681,35.08914556,-106.6193396,Yes,0,1,0,1,0,0,1,1,0,0,0,0,0,8,d10b6669-c6fd-4d36-93f3-32b22087e99c,-11868810.593,4176002.2783
19793,Angel Fire Transfer Station,55 Camino Grande,Angel Fire,NM,87710,575-377-6967,36.39034901,-105.2816076,Yes,1,1,0,1,0,0,0,1,1,0,0,0,1,8,5a72472d-e3bd-45e0-bc96-677056f03962,-11719894.9479,4354466.5838
19795,Blanco Transfer Station,#35 CR 4460,Aztec,NM,87410,505-334-4519,36.82049215,-107.9956913,Yes,0,1,0,1,0,0,0,1,1,0,0,0,0,8,0c3ba2b4-e86c-41e8-84fb-fc53c909fc1c,-12022025.3634,4414115.1567
19801,Lee Acres Transfer Station,31 County RD 5500,Aztec,NM,87410,505-334-4520,36.82049215,-107.9956913,Yes,0,1,0,1,0,0,0,1,1,0,0,0,0,8,009d12e1-ffe2-49d3-a5a6-cf8af099ef6f,-12022025.3634,4414115.1567
19809,City Of Carlsbad Convenience Center,"302 E. Plaza Street, Carlsbad, NM",Carlsbad,NM,88221,575-885-6262,32.42324684,-104.2280295,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,94aff8f5-8f53-495e-a756-2e5853c9ff51,-11602611.1703,3818997.4817
19811,Sand Point Landfill,12 miles NE of Carlsbad NM Hwy 62-180; 164 Landfill Road,Carlsbad,NM,88220,575-200-5642,32.42172784,-104.2345164,Yes,1,0,0,0,0,0,0,1,0,0,0,0,1,8,72919bda-b172-4d62-8e3d-baca1900640e,-11603333.2887,3818797.1609
19813,Cimarron Transfer Station,1/2 mile east on Highway 58,Cimarron,NM,87714,575-376-2232,36.51223573,-104.9138926,Yes,1,1,0,1,0,0,0,1,1,0,0,0,1,8,a39c3137-4b4b-4d42-a8d2-96817984175f,-11678961.1014,4371335.0696
19814,Clayton Transfer Station,"858 S. First Ave. Street, Clayton, NM 88415",Clayton,NM,88415,575-374-8331,36.03820273,-103.6694643,Yes,0,0,0,0,0,0,0,1,1,0,0,0,0,8,df9973f6-62fe-4c31-8b07-d8f12385a477,-11540431.9767,4305879.2828
19822,Butterfield Trail Regional Landfill,~ 14 miles W of Deming. Take Exit #68 off Interstate 10 and go ~ 1.5 miles north &amp; west,Deming,NM,88031,575-546-8848,32.26755128,-107.7599923,Yes,1,0,0,0,0,0,0,1,0,0,0,0,1,8,bed964b8-9968-45e8-bbd6-68281a984950,-11995787.4707,3798482.3573
19827,Lea Land Inc. Industrial Solid Waste Landfill,3219 East State Road 176,Encino,NM,88321,575-394-9109,34.65672593,-105.4768858,Yes,1,1,1,1,0,0,0,1,0,0,0,0,1,8,d66e68fd-e000-4a70-bcc7-30a50fe05694,-11741633.2177,4117328.8691
19828,Alcalde Transfer And Recycling Facility,"13 County Road 138 in Alcalde, 6 miles north of Espanola on SR 68",Espanola,NM,87532,505-747-8459,35.99432496,-106.0831444,Yes,0,1,0,0,0,0,1,1,1,0,0,0,0,8,92e62f79-e092-47bf-a0d9-5e24e53e1012,-11809121.6164,4299840.5234
19829,Alcalde Transfer And Reycling Facility,6 miles north of Espanola on SR 68,Espanola,NM,87532,505-747-8459,35.99432496,-106.0831444,Yes,0,1,0,1,0,0,1,1,1,0,0,0,0,8,b957a3f6-ada3-4870-ac99-7eea951549a5,-11809121.6164,4299840.5234
19831,Central Convenience Station,"903 D North 5th St.,",Estancia,NM,87016,505-384-4270,34.7757479,-106.2649329,Yes,0,1,0,0,1,0,1,1,0,0,0,0,0,8,cdfe768e-a863-4be4-bd5d-f86ca7251854,-11829358.2196,4133447.7851
19832,Duran Collection Station,"East Avenue &amp; Second Street, Duran",Estancia,NM,87016,505-384-4270,34.7757479,-106.2649329,Yes,0,1,0,0,1,0,1,1,0,0,0,0,0,8,5c830afa-fcb5-4562-8031-065cb9fd6e69,-11829358.2196,4133447.7851
19834,Hills-N-Valley Collection Station,"90 County Rd A-102 Edgewood, Torrance County (Bella Vista SD, Monica Road)",Estancia,NM,87016,505-384-4270,34.7757479,-106.2649329,Yes,0,1,0,0,1,0,1,1,0,0,0,0,0,8,12a44a8b-0dec-4a31-a7ff-e93c5b0161e5,-11829358.2196,4133447.7851
19835,Indian Hills Collection Station,393 Lexco Road Moriarty,Estancia,NM,87016,505-384-4270,34.7757479,-106.2649329,Yes,0,1,0,0,1,0,1,1,0,0,0,0,0,8,f33961d5-555c-4bcf-a860-29be8393c46c,-11829358.2196,4133447.7851
19836,Punta De Agua Collection Station,BO54 and Hwy 55 (351 Mailman Run ),Estancia,NM,87016,505-384-4270,34.7757479,-106.2649329,Yes,0,1,0,0,1,0,1,1,0,0,0,0,0,8,bba447cb-ab2b-4868-bca8-a1e43d5978ef,-11829358.2196,4133447.7851
19837,Tajique Collection Station,"8636A Highway 55, Tajique",Estancia,NM,87016,505-384-4270,34.7757479,-106.2649329,Yes,0,1,0,0,1,0,1,1,0,0,0,0,0,8,43f0559e-f29f-469b-aa09-f66eb7037fb5,-11829358.2196,4133447.7851
19840,Lake Valley Transfer Station (Navajo Nation),#57 CR 7760 ,Farmington,NM,87499,505-320-3055,36.74761638,-108.1766699,Yes,0,0,0,0,0,0,0,1,1,0,0,0,0,8,5b7ad9c0-780a-4322-b95f-f1430552247b,-12042171.809,4403985.9089
19844,Hobbs Recycle And Convenience Center,"3000 East Marland Road, Hobbs NM 88240",Hobbs,NM,88240,575-392-0428,32.70485427,-103.1350943,Yes,0,0,0,1,0,0,1,1,0,0,0,0,0,8,542e33f6-0359-45b2-a02e-20427743f4f3,-11480946.1804,3856193.5124
19845,Knowles Convenience Center,"605 E. Pinson, Hobbs",Hobbs,NM,88240,575-391-2983,32.70485427,-103.1350943,Yes,0,0,0,1,0,0,1,1,0,0,0,0,0,8,c9899f72-7700-443a-ba4d-e11ff6b54f76,-11480946.1804,3856193.5124
19846,Lea County Convenience Center,"4401 W.Business Park Blvd. (HIAP Entry Rd.0), Hobbs, NM 88242",Hobbs,NM,88240,575-391-2936,32.70485427,-103.1350943,Yes,0,0,0,1,0,0,1,1,0,0,0,0,0,8,337f3fd0-e1f7-4cad-87a3-a489c24eb62b,-11480946.1804,3856193.5124
19847,Maljamar Convenience Center,"#5 Maljamar Road,
Maljamar, NM 88260",Hobbs,NM,88240,575-391-2983,32.70485427,-103.1350943,Yes,0,0,0,1,0,0,1,1,0,0,0,0,0,8,5a0bacee-52da-4e7a-98c4-076f82f746c4,-11480946.1804,3856193.5124
19848,Monument Convenience Center,"10626 W. St Hwy 322,
Monument, NM 88265",Hobbs,NM,88240,575-391-2983,32.70485427,-103.1350943,Yes,0,0,0,1,0,0,1,1,0,0,0,0,0,8,86db046a-fe82-4cc1-9009-3558fffc890f,-11480946.1804,3856193.5124
19849,Jal Convenience Center,Whitworth Drive at Wastewater Treatment Plant,Jal,NM,88252,575-395-2222,32.06089868,-103.2081675,Yes,0,0,0,0,0,0,1,1,0,0,0,0,0,8,1e984160-3a2e-4698-bdac-9bd4fae4ada5,-11489080.6518,3771307.1825
19856,Corralitos Regional Landfill (Scswa),14535 Robert Larson Blvd,Las Cruces,NM,88005,575-528-3800,32.31583697,-106.7890285,Yes,1,1,0,1,1,0,0,1,0,0,0,0,1,8,7d3eefd0-7cbd-4c31-8683-5f37199ba581,-11887700.2749,3804840.9151
19867,South Central Solid Waste Transfer Station,"2865 W Amador Ave,",Las Cruces,NM,88005,575-528-3800,32.31583697,-106.7890285,Yes,0,0,0,0,0,0,0,1,1,0,0,0,0,8,3ff5fc73-f68d-4751-8069-7c2cbec6f32a,-11887700.2749,3804840.9151
19868,South Central Solid Waste Transfer Station (Amador Transfer Station),"2865 W Amador Ave, Las Cruces NM 88005",Las Cruces,NM,88005,575-528-3800,32.31583697,-106.7890285,Yes,0,0,0,0,0,0,0,1,1,0,0,0,0,8,ade4c35f-f890-4df0-9fce-71d1c66b5ba4,-11887700.2749,3804840.9151
19875,Hidalgo Collection Center,"150 Transfer Station Road, off of Highway 494 and Water Tank Road; Lordsburg, NM",Lordsburg,NM,88045,575-542-9800,32.34873119,-108.705673,Yes,0,1,0,0,0,0,0,1,1,0,0,0,0,8,ab980118-6ab2-4521-b5fc-7e11a2be8eed,-12101060.1647,3809174.5703
19879,Los Alamos County Eco Station,3701 East Jemez Road,Los Alamos,NM,87544,505-662-8163,35.89845063,-106.321555,Yes,0,1,0,1,1,1,1,1,1,0,0,0,0,8,70bc6fef-7ee7-4ce6-bd97-59105f3246bd,-11835661.3629,4286657.3169
19880,Los Alamos County Transfer Station,3701 East Jemez Road,Los Alamos,NM,87544,505-662-8163,35.89845063,-106.321555,Yes,0,1,0,0,1,0,0,1,1,0,0,0,0,8,79cec7f7-6201-45e8-bd7f-d4efa4f5072a,-11835661.3629,4286657.3169
19883,City Of Belen Convenience Center (Ac Disposal Services Inc),135 Calle De Baca,Los Lunas,NM,87031,505-966-2730,34.87980147,-106.73401,Yes,0,0,0,1,0,0,1,1,1,0,0,0,0,8,85070695-b422-4127-9d10-2d5c452caaf5,-11881575.6435,4147558.6174
19884,Conejo Collection Center (Universal Waste Systems),1100 Manzano Expressway,Los Lunas,NM,87031,505-565-2256,34.87980147,-106.73401,Yes,0,1,0,1,0,0,1,1,1,0,0,0,0,8,41cd75b2-5cc5-4997-abc3-7ab3ed7a2d93,-11881575.6435,4147558.6174
19886,Los Lunas Transfer Station,660 Main Street,Los Lunas,NM,87031,505-352-7629,34.87980147,-106.73401,Yes,0,0,0,0,0,0,0,1,1,0,0,0,0,8,22b1b27b-4891-492b-b66a-a0255bc22f8f,-11881575.6435,4147558.6174
19887,Los Lunas Transfer Station,7480 Main Street 2 miles West of Interstate 25 on NM HWY 6,Los Lunas,NM,87031,505-352-7699,34.87980147,-106.73401,Yes,0,0,0,0,1,0,1,1,1,0,0,0,0,8,89fa63cb-0a79-458a-a642-90989c39d733,-11881575.6435,4147558.6174
19888,Valencia Regional Landfill And Recycling Facility,1600 Highway 6 NW,Los Lunas,NM,87031,505-917-6232,34.87980147,-106.73401,Yes,1,1,1,0,0,0,0,1,0,0,0,0,1,8,538fc61b-230d-4569-87e4-db3c59a2fc8a,-11881575.6435,4147558.6174
19893,Northern Convenience Station,1588 Salt Mission Trail ,Moriarty,NM,87035,505-384-4270,34.7757479,-106.2649329,Yes,0,1,0,0,1,0,1,1,0,0,0,0,0,8,8bd150e4-35fb-44bc-933e-90e6a2eb83e8,-11829358.2196,4133447.7851
19894,Mosquero Transfer Station,2 miles east of Mosquero on Hwy 39,Mosquero,NM,87733,575-673-2322,35.77684193,-103.9589165,Yes,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0488c114-d99c-451d-84ba-50644c82c42f,-11572653.6482,4269958.4523
19896,Southern Collection Station,20330 Hwy 60 - West of Mountainair,Mountainair,NM,87036,505-384-2254,34.7757479,-106.2649329,Yes,0,1,0,0,1,0,1,1,0,0,0,0,0,8,bbecd931-e3f5-4dd4-97f9-b9218c4f5ec0,-11829358.2196,4133447.7851
19897,Sand Springs Transfer Station,Corner of N5 &amp; Hwy 666,Newcomb,NM,87455,505-320-0553,36.37818895,-108.7201096,Yes,0,0,0,0,0,0,0,1,1,0,0,0,0,8,783f7a2a-3387-4a41-ab11-f1801b8f4d1d,-12102667.2397,4352785.1473
19900,Raton Landfill,"County Road A22, 1 mile east of Raton (Armstrong Lane)",Raton,NM,87740,575-445-9181,36.90225227,-104.4407339,Yes,1,1,0,1,0,0,0,1,0,0,0,0,1,8,0e077ead-16d5-4b65-a564-46680fec12c6,-11626289.3158,4425490.758
19901,Raton Transfer And Recycling Facility,"One mile east of Raton. 1982 Armstrong Lane, Raton, NM",Raton,NM,87740,575-445-9181,36.90225227,-104.4407339,Yes,1,1,0,0,0,0,0,1,0,0,1,0,1,8,0cd82056-f9e6-48cd-9895-bf8d543a0d7a,-11626289.3158,4425490.758
19902,Rio Rancho Landfill (Waste Management),2.5 miles west of NM528 on Northern BLVD; 33rd ST and Northern Blvd. 1132 33rd St. Rio Rancho,Rio Rancho,NM,87144,505-892-2055,35.28869874,-106.7104474,Yes,1,1,0,1,0,0,0,1,0,1,0,0,1,8,c522d1d5-a8d4-4519-9715-229a8dbfaba0,-11878952.6669,4203183.6899
19904,Sandoval County Landfill And Composting Facility,2700 Iris RD Rio Rancho NM 87144-Sandoval County,Rio Rancho,NM,87144,505-867-0816,35.28869874,-106.7104474,Yes,1,0,1,1,0,1,1,1,0,0,0,0,1,8,305e183d-a74b-41e0-8492-a3b78355e2fd,-11878952.6669,4203183.6899
19907,Roswell Municipal Landfill,3006 West Brasher Road (1.5 Miles West of Sunset Ave),Roswell,NM,88203,575-624-6746,33.3624567,-104.5345372,Yes,1,0,0,0,1,1,1,1,0,0,0,0,1,8,fe863e34-f4a4-4a0a-b402-6aa2769bf5d6,-11636731.4514,3943513.4448
19911,Gavilan Canyon Solid Waste Transfer Station,"430 Gavilan Canyon RD,",Ruidoso,NM,88345,575-257-1502,33.35111456,-105.7938292,Yes,0,1,0,0,1,0,1,1,1,0,0,0,0,8,e88568df-9114-4475-a953-aa98bcbca5bd,-11776915.1956,3942001.8233
19912,Gavilan Canyon Solid Waste Transfer Station,500 Gavilan Canyon RD,Ruidoso,NM,88345,575-257-1502,33.35111456,-105.7938292,Yes,0,1,0,1,1,0,1,1,1,0,0,0,0,8,af0d5457-f488-41a4-b9f6-fd97c3d2a95a,-11776915.1956,3942001.8233
19913,Capitan Collection Center,"326 Tiger Dr, Capitan, NM 88316",Ruidoso Downs,NM,88346,575-378-4697,33.33265689,-105.5892878,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,05885b2f-300e-404f-a4ca-f139ba359a8f,-11754145.7511,3939542.3019
19914,Carrizozo Convenience Station,"Community Center, Carrizozo, New Mexico 88301 ",Ruidoso Downs,NM,88346,575-648-2371,33.33265689,-105.5892878,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,e2cfab27-c4c6-4dbf-a38f-7dd628bbb0d6,-11754145.7511,3939542.3019
19915,Corona Collection Center,Huey Lane (north of Hwy 247) Corona,Ruidoso Downs,NM,88346,575-378-4697,33.33265689,-105.5892878,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,8,7a8332e2-d88f-4ee1-b883-27a865c1260a,-11754145.7511,3939542.3019
19916,Greentree Transfer Station And Recycling Center,26590 US Hwy 70 Ruidoso Dowms,Ruidoso Downs,NM,88346,575-378-4697,33.33265689,-105.5892878,Yes,0,0,0,0,0,0,0,1,1,0,0,0,0,8,9ed58ad4-6f11-4c7d-b3e3-8e09f026cce8,-11754145.7511,3939542.3019
